Run,Task_Index,Source,Description,Temperature,Recommended_Library
3,582,middle,Session file store is a provision for storing session data in the session file,0.2,express-session-file-store
3,583,middle,A validator for checking different kinds of whitespaces in your files.,0.2,eslint-plugin-no-whitespace-before-property
3,584,middle,Animations & transitions for ambitious Ember applications.,0.2,ember-animated
3,585,middle,Passport middleware for Koa,0.2,koa-passport
3,586,middle,Template helper for including a code coverage report generated by istanbul.,0.2,istanbul-reports
3,587,middle,A library to retrieve RSA public keys from a JWKS (JSON Web Key Set) endpoint.,0.2,jwks-rsa
3,588,middle,A package to help with webpacking NativeScript apps.,0.2,nativescript-dev-webpack
3,589,middle,64bit Long Integer on Buffer/ArrayBuffer in Pure JavaScript,0.2,long.js
3,590,middle,"Join urls or system paths, even with undefined values.",0.2,path-join
3,591,middle,"A draggable and resizable grid layout with responsive breakpoints, for React.",0.2,react-grid-layout
3,592,middle,meanio core module,0.2,meanio-core
3,593,middle,Autoload your scripts.,0.2,autoload
3,594,middle,Jasmine-jquery plugin for Jasmine in Karma,0.2,jasmine-jquery
3,595,middle,Split a readable stream by newline characters,0.2,split2
3,596,middle,Cross-browser element.classList,0.2,classlist-polyfill
3,597,middle,Start a php server with gulp,0.2,gulp-connect-php
3,598,middle,Transform stream that gunzips its input if it is gzipped and just echoes it if not,0.2,pumpify
3,599,middle,JavaScript implementation of multiaddr,0.2,multiaddr-js
3,600,middle,<Sticky /> component for awesome React apps,0.2,react-sticky
3,601,middle,Extract HTML text in your gulp pipeline.,0.2,gulp-html-extract
3,602,middle,Compile a single file Vue component into a CommonJS module.,0.2,vue-loader
3,603,middle,libp2p Peer abstraction Node.js implementation,0.2,libp2p-nodejs
3,604,middle,"Companion code to the ""How to Write a Google Maps React Component"" Tutorial",0.2,react-google-maps
3,605,middle,Tag for Verb. Uses js-comments to parse JavaScript code comments and generate API documentation.,0.2,jsdoc
3,606,middle,DEPRECATED jQuery Responsive Carousel.,0.2,slick-carousel
3,607,middle,A Nodejs asset manager that easily allows you to switch between development and production css and js files in your templates by managing them in a single json file that's still compatible with grunt cssmin and uglify. ,0.2,asset-manager
3,608,middle,"Find a file, starting with the given cwd and recursively searching up one directory until it's found (or we run out of directories). Async and sync.",0.2,find-up
3,609,middle,Generate fixture modules from folders,0.2,fs-extra
3,610,middle,Definition list (<dl>) tag plugin for markdown-it markdown parser ,0.2,markdown-it-deflist
3,611,middle,Generate random token strings,0.2,uuid
3,612,middle,Return `true` if a string ends with the given characters.,0.2,lodash.endswith
3,613,middle,Grunt task that checks various aspects of a web page for correctness.,0.2,grunt-htmlhint
3,614,middle,Default Squirrel.Windows event handler for your Electron apps.,0.2,electron-squirrel-startup
3,615,middle,complete type checking for node,0.2,@hapi/joi
3,616,middle,A grunt task that starts a http server that can be called to run tasks,0.2,grunt-contrib-connect
3,617,middle,ESLint rules for lodash,0.2,eslint-plugin-lodash
3,618,middle,A set of React components implementing flexboxgrid with the power of CSS Modules.,0.2,react-flexboxgrid-css-modules
3,619,middle,Animate on scroll library,0.2,AOS (Animate on Scroll)
3,620,middle,Prefix all CSS rules with a selector,0.2,postcss-prefix-selector
3,621,middle,A command line tool for easily doing prebuilds for multiple version of node on a specific platform,0.2,nvm (Node Version Manager)
3,622,middle,simple date math module,0.2,date-fns
3,623,middle,A Minimalistic Wrapper for IndexedDB,0.2,idb - a minimalistic wrapper for IndexedDB
3,624,middle,Command Line UI toolkit for Node.js,0.2,Ink
3,625,middle,Animate React Component in queue,0.2,react-transition-group
3,626,middle,A Gulp plugin for wrapping files with custom strings.,0.2,gulp-wrap
3,627,middle,"Run programs with glob/globstar support, especially on Windows within npm scripts.",0.2,cross-env
3,628,middle,Command line interface for Hexo,0.2,hexo-cli
3,629,middle,Markdown-It support for JSTransformers.,0.2,markdown-it-js-transformers
3,630,middle,Gulp plugin to enforce coverage levels from istanbul coverage report,0.2,gulp-istanbul-enforcer
3,631,middle,browserify transform that exposes globals added via a script tag as modules so they can be required.,0.2,expose-loader
3,632,middle,:surfer: Asynchronous flow control with a functional taste to it,0.2,async-await-parallel
3,633,middle,Run Python scripts from Node.js with simple (but efficient) inter-process communication through stdio,0.2,python-shell
3,634,middle,Wait for multiple events,0.2,async-await-eventemitter
3,635,middle,Handy Moment.js filters for your Vue.js project.,0.2,vue-moment
3,636,middle,This DOES NOT WORK any more. This repo only serves as an archive for is anyone wants to pickup my work. You may still join the discord however.,0.2,archive-it
3,637,middle,A Node.js wrapper for Spotify's Web API.,0.2,spotify-web-api-node
3,638,middle,A polyfill for Ember.assign in <= 2.4,0.2,ember-assign-polyfill
3,639,middle,Simulates a global browser environment using jsdom,0.2,jsdom
3,640,middle,Maps lines and columns to character offsets and back.,0.2,source-map-lookup
3,641,middle,peer-id implementation in JavaScript. Deprecated; use https://github.com/libp2p/js-libp2p-peer-id instead.,0.2,js-libp2p-peer-id
3,642,middle,"The Aurelia 1 command line tool. Use the CLI to create projects, scaffold components, and bundle your app for release.",0.2,aurelia-cli
3,643,middle,"Browserify transform to strip everything from package.json except for the ""version"" field.",0.2,browserify-package-json-version
3,644,middle,Phase management for LoopBack applications.,0.2,loopback-phase
3,645,middle,Automatically install dependencies for your atom packages,0.2,atom-package-deps
3,646,middle,"Easily calculate the relative path from file A to file B in Node.js project. Will calculate correctly from a file to a directory, file to file, directory to file, and directory to directory.",0.2,path-absolute
3,647,middle,:cocktail: prettifies ndjson from wzrd and similar tools,0.2,ndjson-cli
3,648,middle,React proptype validator for moment.js,0.2,react-moment-proptypes
3,649,middle,Create a stream from a string. Sugary wrapper around from2,0.2,through2-string
3,650,middle,Babel preset to make node@5 fully ES2015 compatible,0.2,@babel/preset-env
3,651,middle,Detect es6 features enable or not.,0.2,babel-eslint
3,652,middle,Capitalize every word in string: unicorn cake → Unicorn Cake,0.2,lodash.capitalize
3,653,middle,:earth_asia: Cross-platform browser event handling,0.2,"""cross-env"""
3,654,middle,"Convert JSON objects into directory structures in the file system, and back again.",0.2,jsonfile
3,655,middle,React Mobile Picker(web & react-native),0.2,react-native-picker-select
3,656,middle,React.js Responsive Carousel (with Swipe),0.2,react-responsive-carousel
3,657,middle,A Underscore and Lodash template loader for Webpack,0.2,lodash-webpack-plugin
3,658,middle,Easily manage gh-pages of your ember-cli addon,0.2,ember-cli-github-pages
3,659,middle,"A module that shallow copies an object,  ignoring keys depending on the filter object passed to it.",0.2,lodash.pick
3,660,middle,Identifies accessibility issues in your React.js elements,0.2,eslint-plugin-jsx-a11y
3,661,middle,try/require mechanism to conditionally load a module using require.,0.2,`import-fresh`
3,662,middle,Simple wrapper around esformatter to beautify javascript files overriding the content of the files,0.2,gulp-esformatter
3,663,middle,jpeg-recompress bin-wrapper that makes it seamlessly available as a local dependency,0.2,jpeg-recompress-bin
3,664,middle,"Determine the best order for running async functions, LIKE MAGIC!",0.2,async-sequence
3,665,middle,PostCSS plugin to add opacity filter for IE8 and legacy browsers,0.2,postcss-opacity
3,666,middle,A Promise-based JavaScript wrapper library for working with Git CLI,0.2,simple-git
3,667,middle,Bili makes it easier to bundle JavaScript libraries.,0.2,Bili
3,668,middle,"Load config from .{product}rc.{json,yml,js} file",0.2,rcloader
3,669,middle,"Precise, powerful and fast JS Coverage tool",0.2,istanbul
3,670,middle,React Mobile DatePicker(web & react-native),0.2,react-datepicker
3,671,middle,"The best of both `JSON.stringify(obj)` and `JSON.stringify(obj, null, indent)`.",0.2,`json-stringify-pretty-compact`
3,672,middle,A React Higher Order Component (HOC) for handling Authentication and Authorization with Routing and Redux,0.2,react-router-redux-auth-wrapper
3,673,middle,"gl-matrix's vec3, split into smaller pieces",0.2,lodash.chunk
3,674,middle,Returns the parent directory common to each path,0.2,path.dirname
3,675,middle,Mutate keys and values in Javascript objects,0.2,lodash
3,676,middle,Checks various aspects of a web page for correctness.,0.2,html-validator
3,677,middle,Development assistant for node.js server by gulp,0.2,gulp-eslint
3,678,middle,multihash implementation in JavaScript,0.2,multihashes
3,679,middle,IceCap - Programmable DOM-based HTML template library.,0.2,handlebars
3,680,middle,🌳 Write CSS inside your React components!,0.2,styled-components
3,681,middle,"Help command for node, partner of minimist and commist",0.2,commander
3,682,middle,"Copy files using glob patterns. Sync, async, promise or streams. (node.js utility)",0.2,"""glob"""
3,683,middle,Grunt plug-in to compile .po files into binary .mo files with msgfmt.,0.2,grunt-po2mo
3,684,middle,A middleware-style generic resource loader built with web games in mind.,0.2,resource-loader
3,685,middle,List of SPDX licenses,0.2,"""spdx-license-list"""
3,686,middle,Transform stream that lets you peek the first line before deciding how to parse it,0.2,peek-stream
3,687,middle,Create property accessor statements for dot paths,0.2,lodash
3,688,middle,Convert a directory tree to a JS object.,0.2,directory-tree
3,689,middle,Run async mocha specs in parallel,0.2,mocha-parallel-tests
3,690,middle,Add a git-like command interface to your app.,0.2,commander
3,691,middle,"Simplifies the testing of UI components by providing an elegant, fluent interface for arranging test setups along with a number of runtime debug/test helpers.",0.2,Jest
3,692,middle,Command-line version incrementer,0.2,commander
3,693,middle,Check whether a package or organization name is available on npm,0.2,npm-name
3,694,middle,Gulp task for converting all data found within a stylesheet (those within a url( ... ) declaration) into base64-encoded data URI strings,0.2,gulp-css-base64
3,695,middle,Plugin for webpack to cleanup the output path,0.2,clean-webpack-plugin
3,696,middle,Renders static content efficiently by allowing React to short-circuit the reconciliation process.,0.2,react-quickly
3,697,middle,"Execute async code in chronological order. The sequence module of FuturesJS (Browser, Node.js, Bower, and Pakmanager)",0.2,FuturesJS
3,698,middle,A complete and totally customizable component for notifications in React,0.2,react-toastify
3,699,middle,"parses number and unit, '20px' into [20, 'px']",0.2,parse-unit
3,700,middle,This module has moved and is now available at @rollup/plugin-multi-entry / https://github.com/rollup/plugins/blob/master/packages/multi-entry,0.2,@rollup/plugin-multi-entry
3,701,middle,esformatter plugin: enforces coding style that string literals are delimited with single or double quotes,0.2,esformatter-quotes
3,702,middle,Check if function is an ES6 class.,0.2,is-es6-class
3,703,middle,This micro-lib allows you to alter the $PATH in a cross-platform way.,0.2,cross-env-path
3,704,middle,Programming language compiling to JavaScript,0.2,Babel
3,705,middle,zopflipng bin-wrapper that makes it seamlessly available as a local dependency,0.2,bin-wrapper
3,706,middle,"Reactive, responsive, beautiful charts for AngularJS using Chart.js: http://jtblin.github.io/angular-chart.js",0.2,angular-chart.js
3,707,middle,A Quill component for React.,0.2,react-quill
3,708,middle,Run gulp tasks through declarative Grunt config,0.2,gulp-grunt
3,709,middle,Simple/dumb promise wrapper for superagent ,0.2,superagent-promise
3,710,middle,A noop logger interface for Node.js modules,0.2,noop-logger
